timeSinceStartup,missionElapsedTime,guidanceFrequency,flightMode,pyroState,chuteState,dataLoggingState,telemSendState,telemConnState,battV,servoV,rollMotorV,boardTemp,gyroX,gyroY,gyroZ,alt,oriX,oriY,oriZ,tvcX,tvcY,pyro1Cont,pyro2Cont,pyro3Cont,pyro4Cont,pyro5Cont,pyro1Fire,pyro2Fire,pyro3Fire,pyro4Fire,pyro5Fire
39841,295,8.33,3,0,1,0,3,0,11.00,8.35,5.94,0.00,0.00,0.00,0.00,nan,-0.29,-0.05,-0.16,17.91,4.03,1,1,1,1,1,0,1,0,0,0
39846,300,8.00,3,0,1,0,3,0,11.00,8.35,5.94,0.00,0.00,0.00,0.00,nan,-0.35,-0.06,-0.12,-2.65,7.49,1,1,1,1,1,0,1,0,0,0
39863,317,7.04,3,0,1,0,3,0,11.00,8.35,5.94,0.00,0.00,0.00,0.00,nan,-0.35,-0.06,-0.12,6.72,7.19,1,1,1,1,1,0,1,0,0,0
39955,409,inf,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,-0.67,-0.08,0.26,-33.95,6.60,0,0,0,0,1,0,1,0,0,0
39972,426,58.82,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,-0.80,-0.05,0.37,-35.38,-0.93,0,0,0,0,1,0,1,0,0,0
39977,431,45.45,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,-0.89,-0.02,0.43,-42.86,-4.83,0,0,0,0,1,0,1,0,0,0
39994,448,25.64,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,-0.90,-0.02,0.45,-46.02,-4.94,0,0,0,0,1,0,1,0,0,0
40000,454,22.22,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,-0.98,0.03,0.52,-46.24,-11.15,0,0,0,0,1,0,1,0,0,0
40075,529,8.33,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,-1.08,0.31,0.69,-54.71,-36.61,0,0,0,0,1,0,1,0,0,0
40080,534,8.00,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,-1.07,0.39,0.74,-59.25,-43.86,0,0,0,0,1,0,1,0,0,0
40097,551,7.04,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,-1.07,0.42,0.75,-58.89,-48.45,0,0,0,0,1,0,1,0,0,0
40103,557,6.76,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,-1.06,0.51,0.77,-54.54,-53.57,0,0,0,0,1,0,1,0,0,0
40120,574,6.06,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,-1.05,0.53,0.78,-58.23,-54.81,0,0,0,0,1,0,1,0,0,0
40127,581,5.81,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,-1.02,0.64,0.79,-54.91,-63.71,0,0,0,0,1,0,1,0,0,0
40144,598,5.29,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,-1.01,0.67,0.80,-58.15,-66.35,0,0,0,0,1,0,1,0,0,0
40234,688,inf,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,-0.67,1.23,0.77,-52.14,-108.35,0,0,0,0,1,0,1,0,0,0
40251,705,58.82,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,-0.45,1.49,0.78,-57.50,-129.29,0,0,0,0,1,0,1,0,0,0
40256,710,45.45,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,-0.32,1.63,0.81,-63.51,-139.62,0,0,0,0,1,0,1,0,0,0
40273,727,25.64,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,-0.28,1.66,0.81,-63.07,-142.17,0,0,0,0,1,0,1,0,0,0
40279,733,22.22,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,-0.17,1.80,0.83,-64.26,-152.77,0,0,0,0,1,0,1,0,0,0
40354,808,8.33,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,0.36,2.20,0.95,-78.89,-173.16,0,0,0,0,1,0,1,0,0,0
40359,813,8.00,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,0.49,2.29,1.00,-87.39,-176.81,0,0,0,0,1,0,1,0,0,0
40376,830,7.04,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,0.52,2.31,1.02,-86.44,-179.25,0,0,0,0,1,0,1,0,0,0
40382,836,6.76,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,0.64,2.38,1.06,-88.82,-180.81,0,0,0,0,1,0,1,0,0,0
40399,853,6.06,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,0.68,2.40,1.07,-91.15,-182.81,0,0,0,0,1,0,1,0,0,0
40404,858,5.88,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,0.78,2.46,1.10,-91.80,-183.74,0,0,0,0,1,0,1,0,0,0
40421,875,5.35,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,0.81,2.47,1.11,-93.20,-182.08,0,0,0,0,1,0,1,0,0,0
40511,965,inf,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,1.02,2.44,1.34,-114.17,-178.21,0,0,0,0,1,0,1,0,0,0
40528,982,58.82,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,1.12,2.40,1.48,-130.55,-175.41,0,0,0,0,1,0,1,0,0,0
40534,988,43.48,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,1.17,2.35,1.58,-144.87,-167.90,0,0,0,0,1,0,1,0,0,0
40551,1005,25.00,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,1.17,2.33,1.59,-137.07,-168.70,0,0,0,0,1,0,1,0,0,0
40556,1010,22.22,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,1.16,2.28,1.66,-142.43,-166.53,0,0,0,0,1,0,1,0,0,0
40631,1085,8.33,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,0.99,1.96,1.98,-172.77,-146.47,0,0,0,0,1,0,1,0,0,0
40636,1090,8.00,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,0.94,1.86,2.10,-189.65,-139.50,0,0,0,0,1,0,1,0,0,0
40653,1107,7.04,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,0.94,1.83,2.13,-196.14,-138.59,0,0,0,0,1,0,1,0,0,0
40659,1113,6.76,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,0.86,1.74,2.26,-205.98,-134.60,0,0,0,0,1,0,1,0,0,0
40676,1130,6.06,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,0.84,1.71,2.30,-208.50,-133.55,0,0,0,0,1,0,1,0,0,0
40681,1135,5.88,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,0.74,1.61,2.44,-221.04,-126.56,0,0,0,0,1,0,1,0,0,0
40699,1153,5.32,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,0.72,1.58,2.48,-231.63,-126.27,0,0,0,0,1,0,1,0,0,0
40789,1243,inf,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,0.12,1.09,3.21,-283.45,-101.65,0,0,0,0,1,0,1,0,0,0
40806,1260,58.82,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,-0.14,0.98,3.57,-316.23,-109.76,0,0,0,0,1,0,1,0,0,0
40811,1265,45.45,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,-0.31,0.95,3.72,-321.62,-116.24,0,0,0,0,1,0,1,0,0,0
40829,1283,25.00,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,-0.34,0.94,3.77,-333.56,-117.45,0,0,0,0,1,0,1,0,0,0
40834,1288,22.22,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,-0.50,0.93,3.96,-347.02,-119.41,0,0,0,0,1,0,1,0,0,0
40909,1363,8.33,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,-1.12,1.02,4.72,-411.09,-137.76,0,0,0,0,1,0,1,0,0,0
40914,1368,8.00,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,-1.31,1.10,4.88,-415.21,-157.41,0,0,0,0,1,0,1,0,0,0
40931,1385,7.04,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,-1.36,1.12,4.92,-416.28,-163.69,0,0,0,0,1,0,1,0,0,0
40937,1391,6.76,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,-1.54,1.24,5.08,-432.35,-176.52,0,0,0,0,1,0,1,0,0,0
40954,1408,6.06,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,-1.58,1.28,5.12,-434.10,-183.67,0,0,0,0,1,0,1,0,0,0
40959,1413,5.88,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,-1.83,1.41,5.21,-428.24,-192.31,0,0,0,0,1,0,1,0,0,0
40976,1430,5.35,3,0,1,0,3,0,11.51,8.34,5.99,0.00,0.00,0.00,0.00,nan,-1.89,1.45,5.23,-424.55,-196.45,0,0,0,0,1,0,1,0,0,0
41066,1520,inf,3,0,1,0,3,0,11.06,8.32,5.98,0.00,0.00,0.00,0.00,nan,-3.39,2.17,4.97,-399.26,-250.40,1,1,1,1,1,0,1,0,0,0
41083,1537,58.82,3,0,1,0,3,0,11.06,8.32,5.98,0.00,0.00,0.00,0.00,nan,-4.28,2.31,4.54,-341.85,-242.71,1,1,1,1,1,0,1,0,0,0
41089,1543,43.48,3,0,1,0,3,0,11.06,8.32,5.98,0.00,0.00,0.00,0.00,nan,-4.79,2.34,4.27,-318.29,-232.64,1,1,1,1,1,0,1,0,0,0
41106,1560,25.00,3,0,1,0,3,0,11.06,8.32,5.98,0.00,0.00,0.00,0.00,nan,-4.92,2.34,4.21,-315.54,-227.11,1,1,1,1,1,0,1,0,0,0
41111,1565,22.22,3,0,1,0,3,0,11.06,8.32,5.98,0.00,0.00,0.00,0.00,nan,-5.43,2.31,3.94,-304.52,-222.60,1,1,1,1,1,0,1,0,0,0
41186,1640,8.33,3,0,1,0,3,0,11.06,8.32,5.98,0.00,0.00,0.00,0.00,nan,-7.40,1.84,3.24,-296.81,-176.55,1,1,1,1,1,0,1,0,0,0
41191,1645,8.00,3,0,1,0,3,0,11.06,8.32,5.98,0.00,0.00,0.00,0.00,nan,-7.83,1.68,3.22,-338.57,-160.16,1,1,1,1,1,0,1,0,0,0
41209,1663,6.99,3,0,1,0,3,0,11.06,8.32,5.98,0.00,0.00,0.00,0.00,nan,-7.93,1.64,3.23,-357.71,-153.72,1,1,1,1,1,0,1,0,0,0
41214,1668,6.76,3,0,1,0,3,0,11.06,8.32,5.98,0.00,0.00,0.00,0.00,nan,-8.33,1.47,3.31,-373.93,-149.56,1,1,1,1,1,0,1,0,0,0
41231,1685,6.06,3,0,1,0,3,0,11.06,8.32,5.98,0.00,0.00,0.00,0.00,nan,-8.42,1.44,3.35,-388.68,-152.59,1,1,1,1,1,0,1,0,0,0
41237,1691,5.85,3,0,1,0,3,0,11.06,8.32,5.98,0.00,0.00,0.00,0.00,nan,-8.78,1.32,3.49,-404.70,-152.32,1,1,1,1,1,0,1,0,0,0
41254,1708,5.32,3,0,1,0,3,0,11.06,8.32,5.98,0.00,0.00,0.00,0.00,nan,-8.88,1.30,3.53,-409.96,-159.95,1,1,1,1,1,0,1,0,0,0
41344,1798,inf,3,0,1,0,3,0,11.51,8.33,5.97,0.00,0.00,0.00,0.00,nan,8.09,1.34,4.49,-496.97,-192.10,0,0,0,0,1,0,1,0,0,0
41361,1815,58.82,3,0,1,0,3,0,11.51,8.33,5.97,0.00,0.00,0.00,0.00,nan,7.55,1.58,4.81,-511.69,-236.80,0,0,0,0,1,0,1,0,0,0
41367,1821,43.48,3,0,1,0,3,0,11.51,8.33,5.97,0.00,0.00,0.00,0.00,nan,7.25,1.73,4.89,-501.75,-254.52,0,0,0,0,1,0,1,0,0,0
41384,1838,25.00,3,0,1,0,3,0,11.51,8.33,5.97,0.00,0.00,0.00,0.00,nan,7.18,1.77,4.91,-501.28,-257.94,0,0,0,0,1,0,1,0,0,0
41389,1843,22.22,3,0,1,0,3,0,11.51,8.33,5.97,0.00,0.00,0.00,0.00,nan,6.85,1.92,4.93,-494.61,-269.33,0,0,0,0,1,0,1,0,0,0
41464,1918,8.33,3,0,1,0,3,0,11.51,8.33,5.97,0.00,0.00,0.00,0.00,nan,5.25,2.42,4.50,-451.48,-298.75,0,0,0,0,1,0,1,0,0,0
41469,1923,8.00,3,0,1,0,3,0,11.51,8.33,5.97,0.00,0.00,0.00,0.00,nan,4.77,2.46,4.27,-413.76,-283.34,0,0,0,0,1,0,1,0,0,0
41487,1941,6.99,3,0,1,0,3,0,11.51,8.33,5.97,0.00,0.00,0.00,0.00,nan,4.65,2.47,4.21,-406.57,-277.78,0,0,0,0,1,0,1,0,0,0
41492,1946,6.76,3,0,1,0,3,0,11.51,8.33,5.97,0.00,0.00,0.00,0.00,nan,4.15,2.49,3.97,-397.58,-281.68,0,0,0,0,1,0,1,0,0,0
41509,1963,6.06,3,0,1,0,3,0,11.51,8.33,5.97,0.00,0.00,0.00,0.00,nan,4.04,2.48,3.91,-397.45,-266.26,0,0,0,0,1,0,1,0,0,0
41515,1969,5.85,3,0,1,0,3,0,11.51,8.33,5.97,0.00,0.00,0.00,0.00,nan,3.57,2.44,3.68,-386.66,-266.34,0,0,0,0,1,0,1,0,0,0
41532,1986,5.32,3,0,1,0,3,0,11.51,8.33,5.97,0.00,0.00,0.00,0.00,nan,3.46,2.43,3.62,-388.41,-257.50,0,0,0,0,1,0,1,0,0,0
41622,2076,inf,3,0,1,0,3,0,11.50,8.34,5.97,0.00,0.00,0.00,0.00,nan,2.21,1.83,3.21,-410.38,-217.25,0,0,0,0,1,0,1,0,0,0
41639,2093,58.82,3,0,1,0,3,0,11.50,8.34,5.97,0.00,0.00,0.00,0.00,nan,1.84,1.58,3.24,-444.78,-204.64,0,0,0,0,1,0,1,0,0,0
41645,2099,43.48,3,0,1,0,3,0,11.50,8.34,5.97,0.00,0.00,0.00,0.00,nan,1.69,1.44,3.32,-466.13,-194.47,0,0,0,0,1,0,1,0,0,0
41662,2116,25.00,3,0,1,0,3,0,11.50,8.34,5.97,0.00,0.00,0.00,0.00,nan,1.66,1.40,3.34,-473.84,-194.37,0,0,0,0,1,0,1,0,0,0
41667,2121,22.22,3,0,1,0,3,0,11.50,8.34,5.97,0.00,0.00,0.00,0.00,nan,1.53,1.27,3.43,-482.17,-190.98,0,0,0,0,1,0,1,0,0,0
41742,2196,8.33,3,0,1,0,3,0,11.50,8.34,5.97,0.00,0.00,0.00,0.00,nan,0.91,0.84,3.92,-531.61,-172.88,0,0,0,0,1,0,1,0,0,0
41747,2201,8.00,3,0,1,0,3,0,11.50,8.34,5.97,0.00,0.00,0.00,0.00,nan,0.75,0.76,4.08,-554.83,-177.56,0,0,0,0,1,0,1,0,0,0
41764,2218,7.04,3,0,1,0,3,0,11.50,8.34,5.97,0.00,0.00,0.00,0.00,nan,0.71,0.75,4.12,-557.22,-179.25,0,0,0,0,1,0,1,0,0,0
41769,2223,6.80,3,0,1,0,3,0,11.50,8.34,5.97,0.00,0.00,0.00,0.00,nan,0.54,0.69,4.31,-579.33,-179.45,0,0,0,0,1,0,1,0,0,0
41787,2241,6.06,3,0,1,0,3,0,11.50,8.34,5.97,0.00,0.00,0.00,0.00,nan,0.50,0.68,4.36,-579.04,-181.93,0,0,0,0,1,0,1,0,0,0
41792,2246,5.88,3,0,1,0,3,0,11.50,8.34,5.97,0.00,0.00,0.00,0.00,nan,0.33,0.64,4.55,-598.12,-183.02,0,0,0,0,1,0,1,0,0,0
41809,2263,5.35,3,0,1,0,3,0,11.50,8.34,5.97,0.00,0.00,0.00,0.00,nan,0.29,0.64,4.60,-600.38,-191.24,0,0,0,0,1,0,1,0,0,0
41899,2353,inf,3,0,1,0,3,0,11.35,8.34,5.99,0.00,0.00,0.00,0.00,nan,-0.49,0.73,5.43,-670.19,-204.67,1,1,1,1,1,0,1,0,0,0
41916,2370,58.82,3,0,1,0,3,0,11.35,8.34,5.99,0.00,0.00,0.00,0.00,nan,-0.82,0.89,5.72,-688.88,-231.88,1,1,1,1,1,0,1,0,0,0
41921,2375,45.45,3,0,1,0,3,0,11.35,8.34,5.99,0.00,0.00,0.00,0.00,nan,-0.99,0.99,5.86,-698.84,-242.61,1,1,1,1,1,0,1,0,0,0
41939,2393,25.00,3,0,1,0,3,0,11.35,8.34,5.99,0.00,0.00,0.00,0.00,nan,-1.04,1.01,5.89,-697.58,-244.77,1,1,1,1,1,0,1,0,0,0
41944,2398,22.22,3,0,1,0,3,0,11.35,8.34,5.99,0.00,0.00,0.00,0.00,nan,-1.18,1.13,6.02,-712.16,-256.46,1,1,1,1,1,0,1,0,0,0
42019,2473,8.33,3,0,1,0,3,0,11.35,8.34,5.99,0.00,0.00,0.00,0.00,nan,-1.88,1.67,6.19,-723.65,-299.20,1,1,1,1,1,0,1,0,0,0
42024,2478,8.00,3,0,1,0,3,0,11.35,8.34,5.99,0.00,0.00,0.00,0.00,nan,-2.08,1.82,6.18,-715.45,-310.31,1,1,1,1,1,0,1,0,0,0
42041,2495,7.04,3,0,1,0,3,0,11.35,8.34,5.99,0.00,0.00,0.00,0.00,nan,-2.13,1.86,6.18,-711.49,-313.21,1,1,1,1,1,0,1,0,0,0
42047,2501,6.76,3,0,1,0,3,0,11.35,8.34,5.99,0.00,0.00,0.00,0.00,nan,-2.35,2.01,6.12,-707.43,-326.74,1,1,1,1,1,0,1,0,0,0
42064,2518,6.06,3,0,1,0,3,0,11.35,8.34,5.99,0.00,0.00,0.00,0.00,nan,-2.41,2.05,6.11,-702.92,-326.02,1,1,1,1,1,0,1,0,0,0
42069,2523,5.88,3,0,1,0,3,0,11.35,8.34,5.99,0.00,0.00,0.00,0.00,nan,-2.65,2.19,6.01,-698.24,-336.26,1,1,1,1,1,0,1,0,0,0
42087,2541,5.32,3,0,1,0,3,0,11.35,8.34,5.99,0.00,0.00,0.00,0.00,nan,-2.72,2.23,5.98,-688.68,-335.04,1,1,1,1,1,0,1,0,0,0
42177,2631,inf,3,0,1,0,3,0,11.50,8.34,5.99,0.00,0.00,0.00,0.00,nan,-4.47,2.67,5.00,-632.30,-362.86,0,0,0,0,1,0,1,0,0,0
42194,2648,58.82,3,0,1,0,3,0,11.50,8.34,5.99,0.00,0.00,0.00,0.00,nan,-5.34,2.67,4.43,-588.61,-344.23,0,0,0,0,1,0,1,0,0,0
42200,2654,43.48,3,0,1,0,3,0,11.50,8.34,5.99,0.00,0.00,0.00,0.00,nan,-5.79,2.61,4.17,-582.69,-328.12,0,0,0,0,1,0,1,0,0,0
42217,2671,25.00,3,0,1,0,3,0,11.50,8.34,5.99,0.00,0.00,0.00,0.00,nan,-5.89,2.59,4.10,-581.96,-325.41,0,0,0,0,1,0,1,0,0,0
42222,2676,22.22,3,0,1,0,3,0,11.50,8.34,5.99,0.00,0.00,0.00,0.00,nan,-6.31,2.48,3.88,-583.25,-310.01,0,0,0,0,1,0,1,0,0,0
42297,2751,8.33,3,0,1,0,3,0,11.50,8.34,5.99,0.00,0.00,0.00,0.00,nan,-7.67,1.95,3.56,-611.70,-280.58,0,0,0,0,1,0,1,0,0,0
42302,2756,8.00,3,0,1,0,3,0,11.50,8.34,5.99,0.00,0.00,0.00,0.00,nan,-7.96,1.81,3.61,-649.60,-271.02,0,0,0,0,1,0,1,0,0,0
42319,2773,7.04,3,0,1,0,3,0,11.50,8.34,5.99,0.00,0.00,0.00,0.00,nan,-8.03,1.77,3.62,-654.79,-271.78,0,0,0,0,1,0,1,0,0,0
42325,2779,6.76,3,0,1,0,3,0,11.50,8.34,5.99,0.00,0.00,0.00,0.00,nan,-8.32,1.65,3.71,-669.88,-271.79,0,0,0,0,1,0,1,0,0,0
42342,2796,6.06,3,0,1,0,3,0,11.50,8.34,5.99,0.00,0.00,0.00,0.00,nan,-8.39,1.62,3.74,-679.56,-271.11,0,0,0,0,1,0,1,0,0,0
42347,2801,5.88,3,0,1,0,3,0,11.50,8.34,5.99,0.00,0.00,0.00,0.00,nan,-8.66,1.52,3.88,-697.40,-270.50,0,0,0,0,1,0,1,0,0,0
42364,2818,5.35,3,0,1,0,3,0,11.50,8.34,5.99,0.00,0.00,0.00,0.00,nan,-8.73,1.50,3.91,-698.48,-272.24,0,0,0,0,1,0,1,0,0,0
42454,2908,inf,3,0,1,0,3,0,11.50,8.33,5.99,0.00,0.00,0.00,0.00,nan,8.36,1.39,4.57,-757.88,-288.60,0,0,0,0,1,0,1,0,0,0
42471,2925,58.82,3,0,1,0,3,0,11.50,8.33,5.99,0.00,0.00,0.00,0.00,nan,7.78,1.50,4.81,-776.43,-316.91,0,0,0,0,1,0,1,0,0,0
42476,2930,45.45,3,0,1,0,3,0,11.50,8.33,5.99,0.00,0.00,0.00,0.00,nan,7.48,1.59,4.92,-780.38,-332.00,0,0,0,0,1,0,1,0,0,0
42494,2948,25.00,3,0,1,0,3,0,11.50,8.33,5.99,0.00,0.00,0.00,0.00,nan,7.40,1.61,4.94,-785.40,-337.16,0,0,0,0,1,0,1,0,0,0
42499,2953,22.22,3,0,1,0,3,0,11.50,8.33,5.99,0.00,0.00,0.00,0.00,nan,7.07,1.71,5.01,-783.04,-343.34,0,0,0,0,1,0,1,0,0,0
42574,3028,8.33,3,0,1,0,3,0,11.50,8.33,5.99,0.00,0.00,0.00,0.00,nan,5.50,2.13,4.85,-763.44,-377.62,0,0,0,0,1,0,1,0,0,0
42579,3033,8.00,3,0,1,0,3,0,11.50,8.33,5.99,0.00,0.00,0.00,0.00,nan,5.02,2.22,4.72,-739.27,-379.02,0,0,0,0,1,0,1,0,0,0
42597,3051,6.99,3,0,1,0,3,0,11.50,8.33,5.99,0.00,0.00,0.00,0.00,nan,4.90,2.24,4.69,-735.30,-383.72,0,0,0,0,1,0,1,0,0,0
42602,3056,6.76,3,0,1,0,3,0,11.50,8.33,5.99,0.00,0.00,0.00,0.00,nan,4.42,2.29,4.53,-724.90,-374.93,0,0,0,0,1,0,1,0,0,0
42619,3073,6.06,3,0,1,0,3,0,11.50,8.33,5.99,0.00,0.00,0.00,0.00,nan,4.30,2.30,4.48,-717.97,-373.34,0,0,0,0,1,0,1,0,0,0
42625,3079,5.85,3,0,1,0,3,0,11.50,8.33,5.99,0.00,0.00,0.00,0.00,nan,3.07,2.19,4.48,-767.63,-335.31,0,0,0,0,1,0,1,0,0,0
42642,3096,5.32,3,0,1,0,3,0,11.50,8.33,5.99,0.00,0.00,0.00,0.00,nan,2.81,2.09,4.58,-868.78,-249.80,0,0,0,0,1,0,1,0,0,0
42732,3186,inf,3,0,1,0,3,0,10.87,8.32,5.97,0.00,0.00,0.00,0.00,nan,-2.14,1.47,4.29,-759.95,-292.21,1,1,1,1,1,0,0,0,0,0
42749,3203,58.82,3,0,1,0,3,0,10.87,8.32,5.97,0.00,0.00,0.00,0.00,nan,-3.62,1.50,4.48,-819.59,-334.90,1,1,1,1,1,0,0,0,0,0
42755,3209,43.48,3,0,1,0,3,0,10.87,8.32,5.97,0.00,0.00,0.00,0.00,nan,-4.44,1.56,4.53,-814.91,-349.29,1,1,1,1,1,0,0,0,0,0
42772,3226,25.00,3,0,1,0,3,0,10.87,8.32,5.97,0.00,0.00,0.00,0.00,nan,-4.65,1.57,4.54,-810.71,-350.20,1,1,1,1,1,0,0,0,0,0
42777,3231,22.22,3,0,1,0,3,0,10.87,8.32,5.97,0.00,0.00,0.00,0.00,nan,-5.48,1.64,4.56,-813.22,-361.00,1,1,1,1,1,0,0,0,0,0
